ProductID,Name,Category,Description,Price,Stock
868,Adjustable Pet Grooming Table,Pets,Professional grooming table with adjustable height.,109.99,50
869,Ceramic Non-Stick Frying Pan,Kitchen,Durable non-stick frying pan for easy cooking and cleaning.,39.99,26
870,Tailgating Set,Outdoor,Complete set for grilling and tailgating fun.,89.99,96
871,Honey Glazed Carrots,Food - Produce,"Sweet and savory carrots glazed in honey, perfect as a side dish.",3.49,83
872,Strawberry Rhubarb Jam,Food - Condiments,"A sweet and tart jam, perfect on toast or in desserts.",4.29,76
873,Smartphone Holder for Car,Automotive,Secure phone mount for your vehicle's dashboard.,14.99,36
874,Bamboo Bathtub Caddy,Home,"Expandable caddy for holding books, phones, and snacks while in the bath.",34.99,36
875,Organic Whole Wheat Flour,Food - Baking Goods,High-quality whole wheat flour for baking and cooking.,2.99,96
876,Sun Protection Clothing,Clothing,UV-blocking clothing for outdoor activities.,44.99,85
877,Blue Denim Jeans,Clothing - Bottoms,Classic fit blue jeans with a slight stretch for comfort and durability.,49.99,28
878,Hand Crank Blender,Kitchen,Manual blender for smoothies and mixing ingredients on the go.,18.99,69
879,Adjustable Pet Feeder,Pets,Convenient feeder that adjusts to your pet's height.,39.99,88
880,DIY Organic Gardening Kit,Garden,Complete kit for starting your own organic garden.,39.99,47
881,Organic Green Tea,Food - Beverages,Delicate green tea leaves for a refreshing beverage.,4.29,85
882,Pocket Blanket,Outdoor,"Compact, waterproof blanket for picnics and events.",24.99,48
883,Ready-to-Eat Chili,Food - Soups,"Spicy chili in a can, ready to eat for a filling meal.",2.99,64
884,Spaghetti and Meatball Dinner Kit,Food - Meal Kits,"All-in-one meal kit including pasta, meatballs, and sauce for a quick dinner.",7.99,57
885,Foot Spa Bath Massager,Health,Relax and soothe tired feet with this foot spa.,59.99,81
886,Fruit Medley Juice,Food - Beverages,Refreshing juice blend made with various fresh fruits.,3.49,97
887,Pocket Blanket,Outdoor,"Compact, waterproof blanket for picnics and events.",24.99,93
888,Peach Yogurt,Food - Dairy,Creamy peach-flavored yogurt with real fruit.,1.29,79
889,Tomato Paste,Food - Canned Goods,"Concentrated tomato paste, great for sauces.",1.29,71
890,Barbecue Chicken Pizza,Food - Frozen Foods,"Pizza topped with barbecue chicken, cheese, and red onions.",8.99,35
891,Aeropress Coffee Maker,Kitchen,Portable coffee maker for rich brews on the go.,29.99,7
892,Frozen Salmon Filets,Food - Seafood,"Wild-caught salmon filets, perfect for grilling or baking.",12.99,7
893,Kettle Chip Variety Pack,Food - Snacks,A crunchy collection of flavored kettle chips in a convenient pack.,3.99,46
894,Almond Butter Cookies,Food - Snacks,Soft cookies made with almond butter,4.49,59
895,Bike Repair Tool Kit,Outdoor,Essential tools for bike maintenance and repair.,29.99,86
896,Homestyle Chicken Noodle Soup,Food - Canned Goods,Classic chicken noodle soup with tender chicken and vegetables.,2.99,7
897,Wrap Jumpsuit,Clothing - Jumpsuits,Chic wrap jumpsuit that flatters the body and is perfect for any occasion.,54.99,57
898,Wrist Support Brace,Health,Comfortable support brace to relieve wrist pain.,19.99,27
899,Hibiscus Herbal Tea,Food - Beverages,"Floral and refreshing herbal tea, great hot or iced.",3.29,100
900,Wireless HDMI Receiver,Electronics,Stream HD video wirelessly from devices to TV.,49.99,91
901,Mini Projector,Electronics,Portable projector with 1080p resolution for movies.,169.99,50
902,Silicone Cooking Utensils Set,Kitchen,Non-stick and heat-resistant utensils for cooking.,34.99,83
903,LED Desk Lamp with USB Charging Port,Office,Modern lamp featuring a USB port for convenient charging.,29.99,96
904,Stainless Steel Water Pitcher,Kitchen,Insulated pitcher to keep beverages cold or hot.,39.99,33
905,Almond Milk,Food - Dairy,"Deliciously creamy almond milk, perfect for smoothies.",3.29,67
906,Water-Resistant Bluetooth Speaker,Audio,Durable speaker designed for outdoor use with water resistance.,59.99,47
907,Hair Dryer,Beauty,Compact hair dryer with multiple heat settings.,39.99,57
908,Coconut Oil Spray,Food - Cooking Oils,A zero-calorie coconut oil spray for cooking and baking.,4.99,94
909,Outdoor Mosquito Repellent Lantern,Outdoor,Lantern that repels mosquitoes while providing light.,34.99,99
910,Organic Whole Wheat Flour,Food - Baking Goods,High-quality whole wheat flour for baking and cooking.,2.99,39
911,Bamboo Toothbrush Holder,Health,Eco-friendly bamboo holder for toothbrushes.,14.99,36
912,Quinoa Salad,Food - Prepared Foods,"A nutritious quinoa salad with veggies and dressing, ready-to-eat.",5.99,60
913,Frozen Mixed Berries,Food - Frozen Foods,"A mix of strawberries, blueberries, and raspberries.",5.99,9
914,Essential Oil Roller Bottles,Health,Set of roller bottles for blending and applying essential oils.,19.99,27
915,Asian Stir-Fry Kit,Food - Frozen Meals,Prepped vegetables and sauces for a quick Asian stir-fry meal.,5.49,99
916,Electric Griddle,Kitchen,Large electric griddle for family meals.,54.99,11
917,Rechargeable Battery Organizer,Home,Tidy storage solution for rechargeable batteries.,17.99,15
918,Chili Con Carne Mix,Food - Spices & Seasonings,A spice blend for making flavorful chili con carne.,2.99,49
919,Self-Cleaning Cat Litter Box,Pets,Automated litter box that cleans itself after each use.,199.99,48
920,Garlic Herb Grilled Chicken,Food - Frozen Foods,Marinated grilled chicken breasts seasoned with garlic and herbs.,8.99,29
921,Vegetable Stock,Food - Cooking Essentials,Rich vegetable stock for cooking soups and stews.,2.49,20
922,Travel Orthopedic Pillow,Travel,Supportive pillow that provides comfort while traveling.,24.99,58
923,Artisan Bread Loaf,Food - Bakery,"Fresh artisan bread, perfect for sandwiches",3.99,13
924,Andouille Sausage,Food - Meat,Spicy and smoky sausage great for grilling.,5.49,63
925,Yoga Blocks,Fitness,Set of two yoga blocks for increased stability and support.,29.99,58
926,Quinoa Salad,Food - Prepared Foods,"A nutritious quinoa salad with veggies and dressing, ready-to-eat.",5.99,11
927,Motion Sensor Light,Home,Battery-operated motion sensor light for safety.,19.99,47
928,Jump Rope with Counter,Fitness,Durable jump rope with built-in counter for workouts.,12.99,71
929,Air Mattress,Outdoor,Inflatable air mattress for convenient sleeping.,49.99,96
930,Truffle Parmesan Fries,Food - Snacks,"Crispy fries tossed in truffle oil and parmesan, a gourmet snack.",4.99,73
931,Breezy Off-The-Shoulder Top,Clothing - Tops,A light and breezy top ideal for warm days.,34.99,94
932,Pasta Maker Machine,Kitchen,Manual pasta maker for creating fresh pasta at home.,59.99,59
933,Maple Cinnamon Almonds,Food - Nuts,Roasted almonds coated in a sweet maple and cinnamon mixture.,4.29,77
934,Mushrooms,Food - Produce,"Fresh button mushrooms, great for cooking.",2.99,79
935,Electric Kettle with Temperature Control,Kitchen,Electric kettle that offers precise temperature settings.,49.99,82
936,Almond Milk,Food - Dairy,"Deliciously creamy almond milk, perfect for smoothies.",3.29,2
937,Balsamic Vinegar,Food - Condiments,"Rich and tangy balsamic vinegar, perfect for dressings.",4.99,94
938,Smart Thermostat with Wi-Fi,Smart Home,Wi-Fi enabled thermostat that learns your habits.,169.99,62
939,Trendy Bomber Jacket,Clothing - Outerwear,A fashion-forward bomber jacket to elevate your casual looks.,69.99,3
940,Coconut Cashew Yogurt,Food - Dairy Alternatives,"Creamy yogurt made with coconut and cashews, dairy-free.",1.99,81
941,Kids' Educational Tablet,Electronics,Learning tablet with kid-friendly educational apps.,129.99,75
942,Fleece Throw Blanket,Home,"Super soft fleece blanket, perfect for coziness.",29.99,88
943,Handmade Soap Making Kit,Crafts,Complete kit for crafting your own scented soaps.,34.99,60
944,Magnetic Curtain Tiebacks,Home,Easy-to-use tiebacks for curtains or drapes.,12.99,40
945,Mushroom Soup (canned),Food - Canned Goods,Creamy soup full of rich mushroom flavor.,2.49,38
946,Wireless Car Charger,Automotive,Convenient charging pad for wireless charging in vehicles.,24.99,41
947,Wireless Charger Stand,Electronics,Convenient charging stand for smartphones and devices.,24.99,80
948,Portable UV Sterilizer,Health,Compact sterilizer for disinfecting small items.,19.99,38
949,Spicy Chicken Wings,Food - Meat,"Wide range of flavored wings, perfect for parties or casual snacking.",9.99,27
950,Bluetooth Headphones,Audio,Noise-cancelling Bluetooth headphones for immersive sound.,79.99,23
951,Chili Beans (canned),Food - Canned Goods,"Canned beans with chili sauce, perfect for chili dishes.",1.69,41
952,Athletic Jogging Jacket,Clothing - Outerwear,Designed for comfort and performance during workouts.,49.99,67
953,Honey Roasted Chickpeas,Food - Snacks,Crispy chickpeas roasted with honey for a sweet and satisfying snack.,3.29,96
954,Set of Decorative Storage Bins,Home,Colorful bins to keep your space organized.,34.99,52
955,Caramel Sauce,Food - Condiments,Rich sauce for desserts and ice cream.,3.49,41
956,Sports Windbreaker,Clothing - Outerwear,Lightweight windbreaker for outdoor activities.,44.99,19
957,Balsamic Fig Dressing,Food - Condiments,"A sweet and tangy dressing made with figs and balsamic vinegar, great on salads.",3.79,4
958,Fashionable Belt Bag,Accessories,Trendy belt bag for hands-free carrying.,34.99,1
959,Frozen Pizza,Food - Frozen Foods,Delicious frozen pizza with a variety of toppings.,7.99,23
960,Electric Pressure Cooker,Kitchen,"Multi-function pressure cooker that can sauté, steam, and slow cook.",89.99,63
961,Interactive Plush Toy,Toys,"Soft, cuddly toy that interacts with children.",34.99,32
962,Roasted Chickpeas,Food - Snacks,Crispy roasted chickpeas seasoned to perfection,2.99,93
963,Orange Ginger Vinaigrette,Food - Condiments,Tangy vinaigrette with orange and ginger flavors.,3.99,31
964,Organic Sweet Potatoes,Food - Produce,"Fresh and organic sweet potatoes, ideal for roasting.",1.99,71
965,Biodegradable Phone Case,Accessories,Eco-friendly phone case designed to decompose safely.,23.99,38
966,Granulated Sugar,Food - Baking,Fine granulated sugar for all your baking needs.,2.49,30
967,Granulated Sugar,Food - Baking,Fine granulated sugar for all your baking needs.,2.49,92
968,Cinnamon Spiced Almonds,Food - Snacks,Crispy almonds coated with cinnamon and sugar for a sweet and crunchy snack.,5.99,57
969,Grass Fed Beef Patties,Food - Meat,Juicy burger patties made with grass-fed beef,9.99,48
970,Curried Lentil Salad,Food - Salads,"A hearty salad with lentils, veggies, and curry dressing.",4.29,6
971,Rustic Wooden Picture Frame,Home,Charming frame to showcase your favorite photos.,19.99,9
972,Premium Flashlight,Outdoor,High-intensity flashlight with adjustable focus and brightness.,19.99,24
973,Smartphone Gimbal,Electronics,Stabilizing gimbal for smooth video recording.,89.99,54
974,Portable Bluetooth Keyboard,Electronics,Compact keyboard for tablets and smartphones.,39.99,18
975,Eco-Friendly Beeswax Wraps,Kitchen,"Reusable wraps for food storage, replacing plastic wraps.",14.99,58
976,Beef Taco Skillet,Food - Meal Kits,A convenient meal kit for making a delicious beef taco skillet at home.,8.49,53
977,Smart Scale,Health,Wi-Fi smart scale for tracking weight and BMI.,59.99,71
978,Fitness Activity Journal,Fitness,Journal to record workouts and nutrition.,14.99,55
979,Computer Monitor Stand,Office,Ergonomic monitor stand for improved workspace organization.,29.99,30
980,Organic Baby Carrots,Food - Fresh Produce,Fresh and crunchy baby carrots ready for snacking.,2.99,6
981,Veggie Lovers Pizza,Food - Frozen Foods,Frozen pizza loaded with fresh vegetables and mozzarella cheese.,8.99,24
982,Fall-Themed Table Runner,Home,Decorative table runner perfect for autumn gatherings.,19.99,58
983,Ground Turkey,Food - Meat,"Lean and versatile ground turkey, perfect for various dishes.",5.49,71
984,Desk Lamp with USB Port,Office,Modern desk lamp that features a built-in USB charging port.,29.99,99
985,Graphic Hoodie,Clothing - Outerwear,Bold graphic hoodie featuring a comfortable fit and soft fabric.,49.99,8
986,Portable Water Filter,Outdoor,Lightweight water filter for outdoor adventures.,29.99,24
987,Fitness Foam Roller,Fitness,High-density foam roller for muscle recovery.,29.99,100
988,Wireless Charger,Accessories,Qi-certified wireless charger for fast charging.,24.99,11
989,Nordic Berry Smoothie,Food - Frozen Foods,Frozen smoothie blend with berries for a quick and healthy breakfast.,3.99,3
990,Children's Garden Tool Set,Garden,Colorful and child-friendly gardening tools for little hands.,22.99,85
991,Foam Muscle Roller,Fitness,Relieve muscle tension and soreness with this foam roller.,24.99,19
992,Vegetable Lasagna,Food - Frozen Foods,"Layers of pasta, veggies, and cheese baked to perfection.",6.99,32
993,Spicy Garlic Edamame,Food - Snacks,"Steamed edamame tossed in a spicy garlic sauce, great for snacking.",3.99,4
994,Handheld Vacuum,Home Appliances,Cordless handheld vacuum for quick cleanups.,79.99,12
995,Savory Italian Herbs,Food - Spices,A blend of dried Italian herbs for cooking.,2.99,50
996,Home Cleaning Robot,Home Appliances,Automated cleaning robot for hassle-free home maintenance.,249.99,64
997,Oatmeal Raisin Cookies,Food - Baked Goods,Delicious cookies packed with oats and raisins.,3.49,29
998,Trail Mix (Deluxe),Food - Snacks,"A delightful mix of nuts, fruit, and chocolate.",4.59,50
999,Roasted Chickpeas,Food - Snacks,Crispy roasted chickpeas seasoned to perfection,2.99,57
1000,Lemon Dill Chicken Skewers,Food - Meat,"Marinated chicken skewers with lemon and dill flavor, grilled to perfection.",9.99,44
